State,District,Category,Type,Year,Crimes,Population,Area_SqKm,Density_Per_SqKm,Crime_Rate_Per_100k,Median_Income_RM,Relative_Poverty_Pct,Unemployment_Pct,Gini_Coefficient,Socioeconomic_Risk_Score
Selangor,Sabak Bernam,property,theft_vehicle_lorry,2018,8,854900,993.3,860.7,0.9,5533,42.6,3,0.321,5.9
Selangor,Sabak Bernam,property,theft_vehicle_lorry,2019,2,854900,993.3,860.7,0.2,4454,46.2,3.3,0.391,6.9
Selangor,Sabak Bernam,property,theft_vehicle_lorry,2020,2,854900,993.3,860.7,0.2,4454,46.2,2.7,0.391,6.7
Selangor,Sabak Bernam,property,theft_vehicle_lorry,2021,3,854900,993.3,860.7,0.4,4454,46.2,3.9,0.391,7.1
Selangor,Sabak Bernam,property,theft_vehicle_lorry,2022,1,854900,993.3,860.7,0.1,5533,42.6,3,0.321,5.9
Selangor,Sabak Bernam,property,theft_vehicle_lorry,2023,1,854900,993.3,860.7,0.1,5533,42.6,3,0.321,5.9
Selangor,Sabak Bernam,property,theft_vehicle_motorcar,2016,10,854900,993.3,860.7,1.2,5533,42.6,3,0.321,5.9
Selangor,Sabak Bernam,property,theft_vehicle_motorcar,2017,12,854900,993.3,860.7,1.4,5533,42.6,3,0.321,5.9
Selangor,Sabak Bernam,property,theft_vehicle_motorcar,2018,10,854900,993.3,860.7,1.2,5533,42.6,3,0.321,5.9
Selangor,Sabak Bernam,property,theft_vehicle_motorcar,2019,12,854900,993.3,860.7,1.4,4454,46.2,3.3,0.391,6.9
Selangor,Sabak Bernam,property,theft_vehicle_motorcar,2020,4,854900,993.3,860.7,0.5,4454,46.2,2.7,0.391,6.7
Selangor,Sabak Bernam,property,theft_vehicle_motorcar,2021,3,854900,993.3,860.7,0.4,4454,46.2,3.9,0.391,7.1
Selangor,Sabak Bernam,property,theft_vehicle_motorcar,2022,4,854900,993.3,860.7,0.5,5533,42.6,3,0.321,5.9
Selangor,Sabak Bernam,property,theft_vehicle_motorcar,2023,7,854900,993.3,860.7,0.8,5533,42.6,3,0.321,5.9
Selangor,Sabak Bernam,property,theft_vehicle_motorcycle,2016,135,854900,993.3,860.7,15.8,5533,42.6,3,0.321,5.9
Selangor,Sabak Bernam,property,theft_vehicle_motorcycle,2017,102,854900,993.3,860.7,11.9,5533,42.6,3,0.321,5.9
Selangor,Sabak Bernam,property,theft_vehicle_motorcycle,2018,97,854900,993.3,860.7,11.3,5533,42.6,3,0.321,5.9
Selangor,Sabak Bernam,property,theft_vehicle_motorcycle,2019,48,854900,993.3,860.7,5.6,4454,46.2,3.3,0.391,6.9
Selangor,Sabak Bernam,property,theft_vehicle_motorcycle,2020,39,854900,993.3,860.7,4.6,4454,46.2,2.7,0.391,6.7
Selangor,Sabak Bernam,property,theft_vehicle_motorcycle,2021,23,854900,993.3,860.7,2.7,4454,46.2,3.9,0.391,7.1
Selangor,Sabak Bernam,property,theft_vehicle_motorcycle,2022,30,854900,993.3,860.7,3.5,5533,42.6,3,0.321,5.9
Selangor,Sabak Bernam,property,theft_vehicle_motorcycle,2023,28,854900,993.3,860.7,3.3,5533,42.6,3,0.321,5.9
Selangor,Sepang,assault,all,2016,258,2602300,549.4,4737.0,9.9,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,all,2017,184,2602300,549.4,4737.0,7.1,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,all,2018,169,2602300,549.4,4737.0,6.5,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,all,2019,155,2602300,549.4,4737.0,6.0,8937,7.9,3.2,0.397,3.5
Selangor,Sepang,assault,all,2020,150,2602300,549.4,4737.0,5.8,8937,7.9,4.3,0.397,3.8
Selangor,Sepang,assault,all,2021,124,2602300,549.4,4737.0,4.8,8937,7.9,5.6,0.397,4.2
Selangor,Sepang,assault,all,2022,96,2602300,549.4,4737.0,3.7,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,all,2023,143,2602300,549.4,4737.0,5.5,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,causing_injury,2016,80,2602300,549.4,4737.0,3.1,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,causing_injury,2017,54,2602300,549.4,4737.0,2.1,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,causing_injury,2018,54,2602300,549.4,4737.0,2.1,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,causing_injury,2019,44,2602300,549.4,4737.0,1.7,8937,7.9,3.2,0.397,3.5
Selangor,Sepang,assault,causing_injury,2020,43,2602300,549.4,4737.0,1.7,8937,7.9,4.3,0.397,3.8
Selangor,Sepang,assault,causing_injury,2021,42,2602300,549.4,4737.0,1.6,8937,7.9,5.6,0.397,4.2
Selangor,Sepang,assault,causing_injury,2022,48,2602300,549.4,4737.0,1.8,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,causing_injury,2023,54,2602300,549.4,4737.0,2.1,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,murder,2016,5,2602300,549.4,4737.0,0.2,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,murder,2017,7,2602300,549.4,4737.0,0.3,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,murder,2018,3,2602300,549.4,4737.0,0.1,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,murder,2019,10,2602300,549.4,4737.0,0.4,8937,7.9,3.2,0.397,3.5
Selangor,Sepang,assault,murder,2020,2,2602300,549.4,4737.0,0.1,8937,7.9,4.3,0.397,3.8
Selangor,Sepang,assault,murder,2021,3,2602300,549.4,4737.0,0.1,8937,7.9,5.6,0.397,4.2
Selangor,Sepang,assault,murder,2022,1,2602300,549.4,4737.0,0.0,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,murder,2023,5,2602300,549.4,4737.0,0.2,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,rape,2016,18,2602300,549.4,4737.0,0.7,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,rape,2017,14,2602300,549.4,4737.0,0.5,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,rape,2018,26,2602300,549.4,4737.0,1.0,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,rape,2019,23,2602300,549.4,4737.0,0.9,8937,7.9,3.2,0.397,3.5
Selangor,Sepang,assault,rape,2020,23,2602300,549.4,4737.0,0.9,8937,7.9,4.3,0.397,3.8
Selangor,Sepang,assault,rape,2021,22,2602300,549.4,4737.0,0.8,8937,7.9,5.6,0.397,4.2
Selangor,Sepang,assault,rape,2022,22,2602300,549.4,4737.0,0.8,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,rape,2023,22,2602300,549.4,4737.0,0.8,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_gang_armed,2016,0,2602300,549.4,4737.0,0.0,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_gang_armed,2017,2,2602300,549.4,4737.0,0.1,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_gang_armed,2018,1,2602300,549.4,4737.0,0.0,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_gang_armed,2019,0,2602300,549.4,4737.0,0.0,8937,7.9,3.2,0.397,3.5
Selangor,Sepang,assault,robbery_gang_armed,2020,0,2602300,549.4,4737.0,0.0,8937,7.9,4.3,0.397,3.8
Selangor,Sepang,assault,robbery_gang_armed,2021,0,2602300,549.4,4737.0,0.0,8937,7.9,5.6,0.397,4.2
Selangor,Sepang,assault,robbery_gang_armed,2022,1,2602300,549.4,4737.0,0.0,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_gang_armed,2023,0,2602300,549.4,4737.0,0.0,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_gang_unarmed,2016,131,2602300,549.4,4737.0,5.0,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_gang_unarmed,2017,80,2602300,549.4,4737.0,3.1,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_gang_unarmed,2018,64,2602300,549.4,4737.0,2.5,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_gang_unarmed,2019,58,2602300,549.4,4737.0,2.2,8937,7.9,3.2,0.397,3.5
Selangor,Sepang,assault,robbery_gang_unarmed,2020,32,2602300,549.4,4737.0,1.2,8937,7.9,4.3,0.397,3.8
Selangor,Sepang,assault,robbery_gang_unarmed,2021,41,2602300,549.4,4737.0,1.6,8937,7.9,5.6,0.397,4.2
Selangor,Sepang,assault,robbery_gang_unarmed,2022,18,2602300,549.4,4737.0,0.7,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_gang_unarmed,2023,42,2602300,549.4,4737.0,1.6,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_solo_armed,2016,0,2602300,549.4,4737.0,0.0,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_solo_armed,2017,0,2602300,549.4,4737.0,0.0,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_solo_armed,2018,0,2602300,549.4,4737.0,0.0,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_solo_armed,2019,0,2602300,549.4,4737.0,0.0,8937,7.9,3.2,0.397,3.5
Selangor,Sepang,assault,robbery_solo_armed,2020,0,2602300,549.4,4737.0,0.0,8937,7.9,4.3,0.397,3.8
Selangor,Sepang,assault,robbery_solo_armed,2021,0,2602300,549.4,4737.0,0.0,8937,7.9,5.6,0.397,4.2
Selangor,Sepang,assault,robbery_solo_armed,2022,0,2602300,549.4,4737.0,0.0,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_solo_armed,2023,3,2602300,549.4,4737.0,0.1,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_solo_unarmed,2016,24,2602300,549.4,4737.0,0.9,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_solo_unarmed,2017,27,2602300,549.4,4737.0,1.0,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_solo_unarmed,2018,21,2602300,549.4,4737.0,0.8,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_solo_unarmed,2019,20,2602300,549.4,4737.0,0.8,8937,7.9,3.2,0.397,3.5
Selangor,Sepang,assault,robbery_solo_unarmed,2020,50,2602300,549.4,4737.0,1.9,8937,7.9,4.3,0.397,3.8
Selangor,Sepang,assault,robbery_solo_unarmed,2021,16,2602300,549.4,4737.0,0.6,8937,7.9,5.6,0.397,4.2
Selangor,Sepang,assault,robbery_solo_unarmed,2022,6,2602300,549.4,4737.0,0.2,12608,3.4,4,0.229,1.0
Selangor,Sepang,assault,robbery_solo_unarmed,2023,17,2602300,549.4,4737.0,0.7,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,all,2016,915,2602300,549.4,4737.0,35.2,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,all,2017,598,2602300,549.4,4737.0,23.0,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,all,2018,534,2602300,549.4,4737.0,20.5,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,all,2019,523,2602300,549.4,4737.0,20.1,8937,7.9,3.2,0.397,3.5
Selangor,Sepang,property,all,2020,421,2602300,549.4,4737.0,16.2,8937,7.9,4.3,0.397,3.8
Selangor,Sepang,property,all,2021,426,2602300,549.4,4737.0,16.4,8937,7.9,5.6,0.397,4.2
Selangor,Sepang,property,all,2022,531,2602300,549.4,4737.0,20.4,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,all,2023,569,2602300,549.4,4737.0,21.9,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,break_in,2016,221,2602300,549.4,4737.0,8.5,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,break_in,2017,120,2602300,549.4,4737.0,4.6,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,break_in,2018,111,2602300,549.4,4737.0,4.3,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,break_in,2019,95,2602300,549.4,4737.0,3.7,8937,7.9,3.2,0.397,3.5
Selangor,Sepang,property,break_in,2020,99,2602300,549.4,4737.0,3.8,8937,7.9,4.3,0.397,3.8
Selangor,Sepang,property,break_in,2021,82,2602300,549.4,4737.0,3.2,8937,7.9,5.6,0.397,4.2
Selangor,Sepang,property,break_in,2022,98,2602300,549.4,4737.0,3.8,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,break_in,2023,92,2602300,549.4,4737.0,3.5,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_other,2016,387,2602300,549.4,4737.0,14.9,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_other,2017,246,2602300,549.4,4737.0,9.5,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_other,2018,216,2602300,549.4,4737.0,8.3,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_other,2019,227,2602300,549.4,4737.0,8.7,8937,7.9,3.2,0.397,3.5
Selangor,Sepang,property,theft_other,2020,199,2602300,549.4,4737.0,7.6,8937,7.9,4.3,0.397,3.8
Selangor,Sepang,property,theft_other,2021,243,2602300,549.4,4737.0,9.3,8937,7.9,5.6,0.397,4.2
Selangor,Sepang,property,theft_other,2022,294,2602300,549.4,4737.0,11.3,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_other,2023,320,2602300,549.4,4737.0,12.3,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_vehicle_lorry,2016,36,2602300,549.4,4737.0,1.4,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_vehicle_lorry,2017,14,2602300,549.4,4737.0,0.5,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_vehicle_lorry,2018,12,2602300,549.4,4737.0,0.5,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_vehicle_lorry,2019,6,2602300,549.4,4737.0,0.2,8937,7.9,3.2,0.397,3.5
Selangor,Sepang,property,theft_vehicle_lorry,2020,8,2602300,549.4,4737.0,0.3,8937,7.9,4.3,0.397,3.8
Selangor,Sepang,property,theft_vehicle_lorry,2021,8,2602300,549.4,4737.0,0.3,8937,7.9,5.6,0.397,4.2
Selangor,Sepang,property,theft_vehicle_lorry,2022,11,2602300,549.4,4737.0,0.4,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_vehicle_lorry,2023,14,2602300,549.4,4737.0,0.5,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_vehicle_motorcar,2016,76,2602300,549.4,4737.0,2.9,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_vehicle_motorcar,2017,48,2602300,549.4,4737.0,1.8,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_vehicle_motorcar,2018,47,2602300,549.4,4737.0,1.8,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_vehicle_motorcar,2019,59,2602300,549.4,4737.0,2.3,8937,7.9,3.2,0.397,3.5
Selangor,Sepang,property,theft_vehicle_motorcar,2020,30,2602300,549.4,4737.0,1.2,8937,7.9,4.3,0.397,3.8
Selangor,Sepang,property,theft_vehicle_motorcar,2021,18,2602300,549.4,4737.0,0.7,8937,7.9,5.6,0.397,4.2
Selangor,Sepang,property,theft_vehicle_motorcar,2022,38,2602300,549.4,4737.0,1.5,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_vehicle_motorcar,2023,34,2602300,549.4,4737.0,1.3,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_vehicle_motorcycle,2016,195,2602300,549.4,4737.0,7.5,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_vehicle_motorcycle,2017,170,2602300,549.4,4737.0,6.5,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_vehicle_motorcycle,2018,148,2602300,549.4,4737.0,5.7,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_vehicle_motorcycle,2019,136,2602300,549.4,4737.0,5.2,8937,7.9,3.2,0.397,3.5
Selangor,Sepang,property,theft_vehicle_motorcycle,2020,85,2602300,549.4,4737.0,3.3,8937,7.9,4.3,0.397,3.8
Selangor,Sepang,property,theft_vehicle_motorcycle,2021,75,2602300,549.4,4737.0,2.9,8937,7.9,5.6,0.397,4.2
Selangor,Sepang,property,theft_vehicle_motorcycle,2022,90,2602300,549.4,4737.0,3.5,12608,3.4,4,0.229,1.0
Selangor,Sepang,property,theft_vehicle_motorcycle,2023,109,2602300,549.4,4737.0,4.2,12608,3.4,4,0.229,1.0
Selangor,Serdang,assault,all,2016,433,,,,,,,,,
Selangor,Serdang,assault,all,2017,448,,,,,,,,,
Selangor,Serdang,assault,all,2018,375,,,,,,,,,
Selangor,Serdang,assault,all,2019,311,,,,,,,,,
Selangor,Serdang,assault,all,2020,301,,,,,,,,,
Selangor,Serdang,assault,all,2021,271,,,,,,,,,
Selangor,Serdang,assault,all,2022,196,,,,,,,,,
Selangor,Serdang,assault,all,2023,203,,,,,,,,,
Selangor,Serdang,assault,causing_injury,2016,55,,,,,,,,,
Selangor,Serdang,assault,causing_injury,2017,47,,,,,,,,,
Selangor,Serdang,assault,causing_injury,2018,52,,,,,,,,,
Selangor,Serdang,assault,causing_injury,2019,79,,,,,,,,,
Selangor,Serdang,assault,causing_injury,2020,62,,,,,,,,,
Selangor,Serdang,assault,causing_injury,2021,44,,,,,,,,,
Selangor,Serdang,assault,causing_injury,2022,43,,,,,,,,,
Selangor,Serdang,assault,causing_injury,2023,42,,,,,,,,,
Selangor,Serdang,assault,murder,2016,3,,,,,,,,,
Selangor,Serdang,assault,murder,2017,6,,,,,,,,,
Selangor,Serdang,assault,murder,2018,6,,,,,,,,,
Selangor,Serdang,assault,murder,2019,8,,,,,,,,,
Selangor,Serdang,assault,murder,2020,9,,,,,,,,,
Selangor,Serdang,assault,murder,2021,2,,,,,,,,,
Selangor,Serdang,assault,murder,2022,5,,,,,,,,,
Selangor,Serdang,assault,murder,2023,6,,,,,,,,,
Selangor,Serdang,assault,rape,2016,13,,,,,,,,,
Selangor,Serdang,assault,rape,2017,20,,,,,,,,,
Selangor,Serdang,assault,rape,2018,12,,,,,,,,,
Selangor,Serdang,assault,rape,2019,15,,,,,,,,,
Selangor,Serdang,assault,rape,2020,20,,,,,,,,,
Selangor,Serdang,assault,rape,2021,15,,,,,,,,,
Selangor,Serdang,assault,rape,2022,20,,,,,,,,,
Selangor,Serdang,assault,rape,2023,16,,,,,,,,,
Selangor,Serdang,assault,robbery_gang_armed,2016,0,,,,,,,,,
Selangor,Serdang,assault,robbery_gang_armed,2017,2,,,,,,,,,
Selangor,Serdang,assault,robbery_gang_armed,2018,1,,,,,,,,,
Selangor,Serdang,assault,robbery_gang_armed,2019,1,,,,,,,,,
Selangor,Serdang,assault,robbery_gang_armed,2020,0,,,,,,,,,
Selangor,Serdang,assault,robbery_gang_armed,2021,0,,,,,,,,,
Selangor,Serdang,assault,robbery_gang_armed,2022,0,,,,,,,,,
Selangor,Serdang,assault,robbery_gang_armed,2023,0,,,,,,,,,
Selangor,Serdang,assault,robbery_gang_unarmed,2016,312,,,,,,,,,
Selangor,Serdang,assault,robbery_gang_unarmed,2017,295,,,,,,,,,
Selangor,Serdang,assault,robbery_gang_unarmed,2018,194,,,,,,,,,
Selangor,Serdang,assault,robbery_gang_unarmed,2019,130,,,,,,,,,
Selangor,Serdang,assault,robbery_gang_unarmed,2020,106,,,,,,,,,
Selangor,Serdang,assault,robbery_gang_unarmed,2021,79,,,,,,,,,
Selangor,Serdang,assault,robbery_gang_unarmed,2022,61,,,,,,,,,
Selangor,Serdang,assault,robbery_gang_unarmed,2023,52,,,,,,,,,
Selangor,Serdang,assault,robbery_solo_armed,2016,0,,,,,,,,,
Selangor,Serdang,assault,robbery_solo_armed,2017,1,,,,,,,,,
Selangor,Serdang,assault,robbery_solo_armed,2018,0,,,,,,,,,
Selangor,Serdang,assault,robbery_solo_armed,2019,0,,,,,,,,,
Selangor,Serdang,assault,robbery_solo_armed,2020,0,,,,,,,,,
Selangor,Serdang,assault,robbery_solo_armed,2021,0,,,,,,,,,
Selangor,Serdang,assault,robbery_solo_armed,2022,0,,,,,,,,,
Selangor,Serdang,assault,robbery_solo_armed,2023,0,,,,,,,,,
Selangor,Serdang,assault,robbery_solo_unarmed,2016,50,,,,,,,,,
Selangor,Serdang,assault,robbery_solo_unarmed,2017,77,,,,,,,,,
Selangor,Serdang,assault,robbery_solo_unarmed,2018,110,,,,,,,,,
Selangor,Serdang,assault,robbery_solo_unarmed,2019,78,,,,,,,,,
Selangor,Serdang,assault,robbery_solo_unarmed,2020,104,,,,,,,,,
Selangor,Serdang,assault,robbery_solo_unarmed,2021,131,,,,,,,,,
Selangor,Serdang,assault,robbery_solo_unarmed,2022,67,,,,,,,,,
Selangor,Serdang,assault,robbery_solo_unarmed,2023,87,,,,,,,,,
Selangor,Serdang,property,all,2016,2158,,,,,,,,,
Selangor,Serdang,property,all,2017,1372,,,,,,,,,
Selangor,Serdang,property,all,2018,1291,,,,,,,,,
Selangor,Serdang,property,all,2019,1273,,,,,,,,,
Selangor,Serdang,property,all,2020,1282,,,,,,,,,
Selangor,Serdang,property,all,2021,1197,,,,,,,,,
Selangor,Serdang,property,all,2022,842,,,,,,,,,
Selangor,Serdang,property,all,2023,750,,,,,,,,,
Selangor,Serdang,property,break_in,2016,515,,,,,,,,,
Selangor,Serdang,property,break_in,2017,292,,,,,,,,,
Selangor,Serdang,property,break_in,2018,277,,,,,,,,,
Selangor,Serdang,property,break_in,2019,331,,,,,,,,,
Selangor,Serdang,property,break_in,2020,226,,,,,,,,,
Selangor,Serdang,property,break_in,2021,179,,,,,,,,,
Selangor,Serdang,property,break_in,2022,166,,,,,,,,,
Selangor,Serdang,property,break_in,2023,189,,,,,,,,,
Selangor,Serdang,property,theft_other,2016,693,,,,,,,,,
Selangor,Serdang,property,theft_other,2017,316,,,,,,,,,
Selangor,Serdang,property,theft_other,2018,303,,,,,,,,,
Selangor,Serdang,property,theft_other,2019,309,,,,,,,,,
Selangor,Serdang,property,theft_other,2020,320,,,,,,,,,
Selangor,Serdang,property,theft_other,2021,369,,,,,,,,,
Selangor,Serdang,property,theft_other,2022,336,,,,,,,,,
Selangor,Serdang,property,theft_other,2023,278,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_lorry,2016,117,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_lorry,2017,49,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_lorry,2018,63,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_lorry,2019,59,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_lorry,2020,38,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_lorry,2021,24,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_lorry,2022,34,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_lorry,2023,30,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_motorcar,2016,404,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_motorcar,2017,349,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_motorcar,2018,310,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_motorcar,2019,259,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_motorcar,2020,156,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_motorcar,2021,104,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_motorcar,2022,133,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_motorcar,2023,106,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_motorcycle,2016,429,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_motorcycle,2017,366,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_motorcycle,2018,338,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_motorcycle,2019,315,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_motorcycle,2020,222,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_motorcycle,2021,152,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_motorcycle,2022,173,,,,,,,,,
Selangor,Serdang,property,theft_vehicle_motorcycle,2023,147,,,,,,,,,
Selangor,Sg. Buloh,assault,all,2016,306,,,,,,,,,
Selangor,Sg. Buloh,assault,all,2017,287,,,,,,,,,
Selangor,Sg. Buloh,assault,all,2018,219,,,,,,,,,
Selangor,Sg. Buloh,assault,all,2019,185,,,,,,,,,
Selangor,Sg. Buloh,assault,all,2020,147,,,,,,,,,
Selangor,Sg. Buloh,assault,causing_injury,2016,44,,,,,,,,,
Selangor,Sg. Buloh,assault,causing_injury,2017,60,,,,,,,,,
Selangor,Sg. Buloh,assault,causing_injury,2018,59,,,,,,,,,
Selangor,Sg. Buloh,assault,causing_injury,2019,50,,,,,,,,,
Selangor,Sg. Buloh,assault,causing_injury,2020,38,,,,,,,,,
Selangor,Sg. Buloh,assault,murder,2016,4,,,,,,,,,
Selangor,Sg. Buloh,assault,murder,2017,3,,,,,,,,,
Selangor,Sg. Buloh,assault,murder,2018,2,,,,,,,,,
Selangor,Sg. Buloh,assault,murder,2019,4,,,,,,,,,
Selangor,Sg. Buloh,assault,murder,2020,3,,,,,,,,,
Selangor,Sg. Buloh,assault,rape,2016,20,,,,,,,,,
Selangor,Sg. Buloh,assault,rape,2017,21,,,,,,,,,
Selangor,Sg. Buloh,assault,rape,2018,15,,,,,,,,,
Selangor,Sg. Buloh,assault,rape,2019,17,,,,,,,,,
Selangor,Sg. Buloh,assault,rape,2020,18,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_gang_armed,2016,1,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_gang_armed,2017,0,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_gang_armed,2018,0,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_gang_armed,2019,0,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_gang_armed,2020,0,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_gang_unarmed,2016,190,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_gang_unarmed,2017,165,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_gang_unarmed,2018,116,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_gang_unarmed,2019,78,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_gang_unarmed,2020,28,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_solo_armed,2016,0,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_solo_armed,2017,0,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_solo_armed,2018,0,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_solo_armed,2019,0,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_solo_armed,2020,0,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_solo_unarmed,2016,47,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_solo_unarmed,2017,38,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_solo_unarmed,2018,27,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_solo_unarmed,2019,36,,,,,,,,,
Selangor,Sg. Buloh,assault,robbery_solo_unarmed,2020,60,,,,,,,,,
Selangor,Sg. Buloh,property,all,2016,1184,,,,,,,,,
Selangor,Sg. Buloh,property,all,2017,1013,,,,,,,,,
Selangor,Sg. Buloh,property,all,2018,859,,,,,,,,,
Selangor,Sg. Buloh,property,all,2019,799,,,,,,,,,
Selangor,Sg. Buloh,property,all,2020,547,,,,,,,,,
Selangor,Sg. Buloh,property,break_in,2016,256,,,,,,,,,
Selangor,Sg. Buloh,property,break_in,2017,205,,,,,,,,,
Selangor,Sg. Buloh,property,break_in,2018,234,,,,,,,,,
Selangor,Sg. Buloh,property,break_in,2019,248,,,,,,,,,
